,text,annotator_1,annotator_2,annotator_3,gold_label
985,Aise log sirf police ki maujoodgi me hi ghundagardi karne ki himmat karte hain. Police (read protection) hate hi ghayab.,yes,yes,yes,no
986,sir aap aaj public se ye jarur pachna ki aap rohit bemulla ke marne par aap roye aur abhi ek bihar dalit girl ke sath  rape (1/2),no,no,yes,no
987,@ArvindKejriwal ...are chutiyo. tumhare vidhayak kisi ka rape karte h aur bolenge mai dalit hun..kyu bdnam kr rhe dalit ko,no,no,yes,yes
988,Afghaniyon se jaan chura lo 90% terrorism khatam ho jaegi,no,no,no,no
989,Paas ke gaon mein londo ka scorpio mein uthake rape kar lena bhi jyada rare nahi hai.saala pata bhi sabko hota hai kisne kiya!,no,no,yes,no
990,"Agar UP mien SP jeeti to ek hi gaana bajega ""UP ko rape pasand hai"" yahi to yahan ke neta kehte hai "" naadani, galti""",no,no,yes,no
991,budhe wahi TOH madarasa me Quran padhake terrorists bante h AUR ham ssvm SE padhke Khali sickularvando ko hate karte h..,yes,yes,yes,no
992,kya aap Vijay Jolly ka rape bhi dabane  denge jaise BJP sab apne paap daba dete hain.,no,no,yes,no
993,freedom of speech hate speech ho jaati hai jab gen bakshi Bengal jaate hai aur ramdev jnu.,yes,yes,yes,yes
994,Vo aur desh hote honge sir. Yaha to rape ki FIR bhi nahie hoti aur log mar jaate hai https://twitter.com/sudhirchaudhary/status/834356795875393536 …,yes,no,yes,yes
995,"kamai aamir ne bhi diya ehsaan h,unka tabhi ab hate nhi karti main dono ki movie dekhti hu @beingsalmankhan",yes,yes,yes,no
996,me Mang leta Hun me kisiko dusman banake nhi rakhna chahta dost bana deta Hun pehle ladai uske bad dosti I hate negativity,yes,yes,yes,no
997,Abe rNDTV ravish Kumar Ke bhai Ki khabar dikhaao rape waali,no,no,yes,no
998,#gujaratkegadhe ek aur gadha Vijay Jolly rape ke male mein phansa.  Yeh gadhe multiply ho rahe hain Modi sarkar mein,no,no,yes,no
999,"gujrat jaakr dekho miya rajsthan b dekhlo bundelkhnd me bjp wale hi rape kr rhe he, sharam karo",no,no,yes,yes
